id,model_state,date_created,date_modified,date_deleted,name,address,locality,lat,lng,active
111,1,2023-11-13 16:23:08,2023-11-13 16:23:08,2023-11-13 16:23:08,EDUCANDO,"GOROSTIAGA 1720,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA,-34.5655464,-58.4367395,1
112,1,2023-11-13 16:23:08,2023-11-13 16:23:08,2023-11-13 16:23:08,EDUCANDO,"SERRANO 902,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA,-34.6036844,-58.3815591,1
113,1,2023-11-13 16:23:08,2023-11-13 16:23:08,2023-11-13 16:23:08,EDUCANDO,"ROLANDO 77,RIO NEGRO,SAN CARLOS DE BARILOCHE",INT,-41.132839,-71.3052911,1
114,1,2023-11-13 16:23:08,2023-11-13 16:23:08,2023-11-13 16:23:08,EDUCANDO,"VEDIA 3620 NIV.2 LOCAL 23,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA,-34.6036844,-58.3815591,1
115,1,2023-11-13 16:23:08,2023-11-13 16:23:08,2023-11-13 16:23:08,CEBRA,"AV. CALLAO 575,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA,-34.6022862,-58.3923947,1
116,1,2023-11-13 16:23:08,2023-11-13 16:23:08,2023-11-13 16:23:08,CEBRA,"MAIPU 550,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA,-34.605326,-58.376658,1
117,1,2023-11-13 16:23:08,2023-11-13 16:23:08,2023-11-13 16:23:08,CEBRA,"GUEMES 897 L 0081,BUENOS AIRES,AVELLANEDA",GBA,-34.676931,-58.36656,1
118,1,2023-11-13 16:23:08,2023-11-13 16:23:08,2023-11-13 16:23:08,CEBRA,"AYACUCHO 1425,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA,-34.5972948,-58.3960843,1
119,1,2023-11-13 16:23:08,2023-11-13 16:23:08,2023-11-13 16:23:08,CEBRA,"COLECTORA ACCESO NO. KM 50.400,BUENOS AIRES,PILAR",GBA,-34.6187973,-58.8416261,1
120,1,2023-11-13 16:23:08,2023-11-13 16:23:08,2023-11-13 16:23:08,CEBRA,"PARAGUAY 4979,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA,-34.5811051,-58.4284202,1
121,1,2023-11-13 16:23:08,2023-11-13 16:23:08,2023-11-13 16:23:08,CEBRA,"CARLOS PELLEGRINI 445,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA,-34.6037014,-58.3813785,1
122,1,2023-11-13 16:23:08,2023-11-13 16:23:08,2023-11-13 16:23:08,CEBRA,"Av SAN MARTIN 3290  CABA,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA,-34.6017305,-58.4700933,1
123,1,2023-11-13 16:23:08,2023-11-13 16:23:08,2023-11-13 16:23:08,CEBRA,"AV. TRIUNVIRATO 4271,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA,-34.5775837,-58.4808644,1
124,1,2023-11-13 16:23:08,2023-11-13 16:23:08,2023-11-13 16:23:08,CEBRA,"AV DIAZ VELEZ 4820,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA,-34.6089441,-58.4349567,1
125,1,2023-11-13 16:23:08,2023-11-13 16:23:08,2023-11-13 16:23:08,CEBRA,"AV. RIVADAVIA 2201,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA,-34.6094579,-58.397767,1
